"REF_DATE","GEO","DGUID","Gender","Type of corporation","Country of control","Industry","Size of enterprise","Unit of measure","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2017","Canada","2016A000011124","Male gender","Total, all corporations","Germany","Management of companies and enterprises","Fourth quartile","Percentage","Percent","239","units","0","v1138048953","1.2.1.6.4.5.2","86.7","","","","1"
"2017","Canada","2016A000011124","Male gender","Total, all corporations","Germany","Distributive trade","Total, all sizes","Number","Number","223","units","0","v1138044454","1.2.1.6.5.1.1","199","","","","0"
"2017","Canada","2016A000011124","Male gender","Total, all corporations","Germany","Distributive trade","Total, all sizes","Percentage","Percent","239","units","0","v1138047154","1.2.1.6.5.1.2","86.1","","","","1"
"2017","Canada","2016A000011124","Male gender","Total, all corporations","Germany","Distributive trade","First quartile","Number","Number","223","units","0","v1138044904","1.2.1.6.5.2.1","39","","","","0"
"2017","Canada","2016A000011124","Male gender","Total, all corporations","Germany","Distributive trade","First quartile","Percentage","Percent","239","units","0","v1138047604","1.2.1.6.5.2.2","83.0","","","","1"
"2017","Canada","2016A000011124","Male gender","Total, all corporations","Germany","Distributive trade","Second quartile","Number","Number","223","units","0","v1138045354","1.2.1.6.5.3.1","66","","","","0"
"2017","Canada","2016A000011124","Male gender","Total, all corporations","Germany","Distributive trade","Second quartile","Percentage","Percent","239","units","0","v1138048054","1.2.1.6.5.3.2","84.6","","","","1"
"2017","Canada","2016A000011124","Male gender","Total, all corporations","Germany","Distributive trade","Third quartile","Number","Number","223","units","0","v1138045804","1.2.1.6.5.4.1","49","","","","0"
"2017","Canada","2016A000011124","Male gender","Total, all corporations","Germany","Distributive trade","Third quartile","Percentage","Percent","239","units","0","v1138048504","1.2.1.6.5.4.2","94.2","","","","1"
"2017","Canada","2016A000011124","Male gender","Total, all corporations","Germany","Distributive trade","Fourth quartile","Number","Number","223","units","0","v1138046254","1.2.1.6.5.5.1","30","","","","0"
"2017","Canada","2016A000011124","Male gender","Total, all corporations","Germany","Distributive trade","Fourth quartile","Percentage","Percent","239","units","0","v1138048954","1.2.1.6.5.5.2","81.1","","","","1"
"2017","Canada","2016A000011124","Male gender","Total, all corporations","Germany","Distributive trade","Unclassified size of enterprise","Number","Number","223","units","0","v1138046704","1.2.1.6.5.6.1","15","","","","0"
"2017","Canada","2016A000011124","Male gender","Total, all corporations","Germany","Distributive trade","Unclassified size of enterprise","Percentage","Percent","239","units","0","v1138049404","1.2.1.6.5.6.2","88.2","","","","1"
"2017","Canada","2016A000011124","Male gender","Total, all corporations","Germany","Energy","Total, all sizes","Number","Number","223","units","0","v1138044455","1.2.1.6.6.1.1","12","","","","0"
"2017","Canada","2016A000011124","Male gender","Total, all corporations","Germany","Energy","Total, all sizes","Percentage","Percent","239","units","0","v1138047155","1.2.1.6.6.1.2","100.0","","","","1"
"2017","Canada","2016A000011124","Male gender","Total, all corporations","Germany","Energy","First quartile","Number","Number","223","units","0","v1138044905","1.2.1.6.6.2.1","2","","","","0"
"2017","Canada","2016A000011124","Male gender","Total, all corporations","Germany","Energy","First quartile","Percentage","Percent","239","units","0","v1138047605","1.2.1.6.6.2.2","100.0","","","","1"
"2017","Canada","2016A000011124","Male gender","Total, all corporations","Germany","Energy","Second quartile","Number","Number","223","units","0","v1138045355","1.2.1.6.6.3.1","6","","","","0"
"2017","Canada","2016A000011124","Male gender","Total, all corporations","Germany","Energy","Second quartile","Percentage","Percent","239","units","0","v1138048055","1.2.1.6.6.3.2","100.0","","","","1"
"2017","Canada","2016A000011124","Male gender","Total, all corporations","Germany","Energy","Third quartile","Number","Number","223","units","0","v1138045805","1.2.1.6.6.4.1","1","","","","0"
"2017","Canada","2016A000011124","Male gender","Total, all corporations","Germany","Energy","Third quartile","Percentage","Percent","239","units","0","v1138048505","1.2.1.6.6.4.2","100.0","","","","1"
"2017","Canada","2016A000011124","Male gender","Total, all corporations","Germany","Energy","Fourth quartile","Number","Number","223","units","0","v1138046255","1.2.1.6.6.5.1","3","","","","0"
"2017","Canada","2016A000011124","Male gender","Total, all corporations","Germany","Energy","Fourth quartile","Percentage","Percent","239","units","0","v1138048955","1.2.1.6.6.5.2","100.0","","","","1"
"2017","Canada","2016A000011124","Male gender","Total, all corporations","Germany","Manufacturing","Total, all sizes","Number","Number","223","units","0","v1138044456","1.2.1.6.7.1.1","136","","","","0"
"2017","Canada","2016A000011124","Male gender","Total, all corporations","Germany","Manufacturing","Total, all sizes","Percentage","Percent","239","units","0","v1138047156","1.2.1.6.7.1.2","88.9","","","","1"
"2017","Canada","2016A000011124","Male gender","Total, all corporations","Germany","Manufacturing","First quartile","Number","Number","223","units","0","v1138044906","1.2.1.6.7.2.1","12","","","","0"
"2017","Canada","2016A000011124","Male gender","Total, all corporations","Germany","Manufacturing","First quartile","Percentage","Percent","239","units","0","v1138047606","1.2.1.6.7.2.2","80.0","","","","1"
"2017","Canada","2016A000011124","Male gender","Total, all corporations","Germany","Manufacturing","Second quartile","Number","Number","223","units","0","v1138045356","1.2.1.6.7.3.1","43","","","","0"
"2017","Canada","2016A000011124","Male gender","Total, all corporations","Germany","Manufacturing","Second quartile","Percentage","Percent","239","units","0","v1138048056","1.2.1.6.7.3.2","95.6","","","","1"
"2017","Canada","2016A000011124","Male gender","Total, all corporations","Germany","Manufacturing","Third quartile","Number","Number","223","units","0","v1138045806","1.2.1.6.7.4.1","38","","","","0"
"2017","Canada","2016A000011124","Male gender","Total, all corporations","Germany","Manufacturing","Third quartile","Percentage","Percent","239","units","0","v1138048506","1.2.1.6.7.4.2","86.4","","","","1"
"2017","Canada","2016A000011124","Male gender","Total, all corporations","Germany","Manufacturing","Fourth quartile","Number","Number","223","units","0","v1138046256","1.2.1.6.7.5.1","34","","","","0"
"2017","Canada","2016A000011124","Male gender","Total, all corporations","Germany","Manufacturing","Fourth quartile","Percentage","Percent","239","units","0","v1138048956","1.2.1.6.7.5.2","85.0","","","","1"
"2017","Canada","2016A000011124","Male gender","Total, all corporations","Germany","Manufacturing","Unclassified size of enterprise","Number","Number","223","units","0","v1138046706","1.2.1.6.7.6.1","9","","","","0"
"2017","Canada","2016A000011124","Male gender","Total, all corporations","Germany","Manufacturing","Unclassified size of enterprise","Percentage","Percent","239","units","0","v1138049406","1.2.1.6.7.6.2","100.0","","","","1"
"2017","Canada","2016A000011124","Male gender","Total, all corporations","Germany","Construction","Total, all sizes","Number","Number","223","units","0","v1138044457","1.2.1.6.8.1.1","15","","","","0"
"2017","Canada","2016A000011124","Male gender","Total, all corporations","Germany","Construction","Total, all sizes","Percentage","Percent","239","units","0","v1138047157","1.2.1.6.8.1.2","83.3","","","","1"
"2017","Canada","2016A000011124","Male gender","Total, all corporations","Germany","Construction","First quartile","Number","Number","223","units","0","v1138044907","1.2.1.6.8.2.1","3","","","","0"
"2017","Canada","2016A000011124","Male gender","Total, all corporations","Germany","Construction","First quartile","Percentage","Percent","239","units","0","v1138047607","1.2.1.6.8.2.2","100.0","","","","1"
"2017","Canada","2016A000011124","Male gender","Total, all corporations","Germany","Construction","Second quartile","Number","Number","223","units","0","v1138045357","1.2.1.6.8.3.1","5","","","","0"
"2017","Canada","2016A000011124","Male gender","Total, all corporations","Germany","Construction","Second quartile","Percentage","Percent","239","units","0","v1138048057","1.2.1.6.8.3.2","62.5","","","","1"
"2017","Canada","2016A000011124","Male gender","Total, all corporations","Germany","Construction","Third quartile","Number","Number","223","units","0","v1138045807","1.2.1.6.8.4.1","2","","","","0"
"2017","Canada","2016A000011124","Male gender","Total, all corporations","Germany","Construction","Third quartile","Percentage","Percent","239","units","0","v1138048507","1.2.1.6.8.4.2","100.0","","","","1"
"2017","Canada","2016A000011124","Male gender","Total, all corporations","Germany","Construction","Fourth quartile","Number","Number","223","units","0","v1138046257","1.2.1.6.8.5.1","2","","","","0"
"2017","Canada","2016A000011124","Male gender","Total, all corporations","Germany","Construction","Fourth quartile","Percentage","Percent","239","units","0","v1138048957","1.2.1.6.8.5.2","100.0","","","","1"
"2017","Canada","2016A000011124","Male gender","Total, all corporations","Germany","Construction","Unclassified size of enterprise","Number","Number","223","units","0","v1138046707","1.2.1.6.8.6.1","3","","","","0"
"2017","Canada","2016A000011124","Male gender","Total, all corporations","Germany","Construction","Unclassified size of enterprise","Percentage","Percent","239","units","0","v1138049407","1.2.1.6.8.6.2","100.0","","","","1"
"2017","Canada","2016A000011124","Male gender","Total, all corporations","Germany","Other industry","Total, all sizes","Number","Number","223","units","0","v1138044458","1.2.1.6.9.1.1","192","","","","0"
"2017","Canada","2016A000011124","Male gender","Total, all corporations","Germany","Other industry","Total, all sizes","Percentage","Percent","239","units","0","v1138047158","1.2.1.6.9.1.2","82.4","","","","1"
"2017","Canada","2016A000011124","Male gender","Total, all corporations","Germany","Other industry","First quartile","Number","Number","223","units","0","v1138044908","1.2.1.6.9.2.1","54","","","","0"
"2017","Canada","2016A000011124","Male gender","Total, all corporations","Germany","Other industry","First quartile","Percentage","Percent","239","units","0","v1138047608","1.2.1.6.9.2.2","74.0","","","","1"
"2017","Canada","2016A000011124","Male gender","Total, all corporations","Germany","Other industry","Second quartile","Number","Number","223","units","0","v1138045358","1.2.1.6.9.3.1","62","","","","0"
"2017","Canada","2016A000011124","Male gender","Total, all corporations","Germany","Other industry","Second quartile","Percentage","Percent","239","units","0","v1138048058","1.2.1.6.9.3.2","83.8","","","","1"
"2017","Canada","2016A000011124","Male gender","Total, all corporations","Germany","Other industry","Third quartile","Number","Number","223","units","0","v1138045808","1.2.1.6.9.4.1","56","","","","0"
"2017","Canada","2016A000011124","Male gender","Total, all corporations","Germany","Other industry","Third quartile","Percentage","Percent","239","units","0","v1138048508","1.2.1.6.9.4.2","88.9","","","","1"
"2017","Canada","2016A000011124","Male gender","Total, all corporations","Germany","Other industry","Fourth quartile","Number","Number","223","units","0","v1138046258","1.2.1.6.9.5.1","6","","","","0"
"2017","Canada","2016A000011124","Male gender","Total, all corporations","Germany","Other industry","Fourth quartile","Percentage","Percent","239","units","0","v1138048958","1.2.1.6.9.5.2","75.0","","","","1"
"2017","Canada","2016A000011124","Male gender","Total, all corporations","Germany","Other industry","Unclassified size of enterprise","Number","Number","223","units","0","v1138046708","1.2.1.6.9.6.1","14","","","","0"
"2017","Canada","2016A000011124","Male gender","Total, all corporations","Germany","Other industry","Unclassified size of enterprise","Percentage","Percent","239","units","0","v1138049408","1.2.1.6.9.6.2","93.3","","","","1"
"2017","Canada","2016A000011124","Male gender","Total, all corporations","Germany","Unclassified industry","Total, all sizes","Number","Number","223","units","0","v1138044459","1.2.1.6.10.1.1","16","","","","0"
"2017","Canada","2016A000011124","Male gender","Total, all corporations","Germany","Unclassified industry","Total, all sizes","Percentage","Percent","239","units","0","v1138047159","1.2.1.6.10.1.2","72.7","","","","1"
"2017","Canada","2016A000011124","Male gender","Total, all corporations","Germany","Unclassified industry","First quartile","Number","Number","223","units","0","v1138044909","1.2.1.6.10.2.1","8","","","","0"
"2017","Canada","2016A000011124","Male gender","Total, all corporations","Germany","Unclassified industry","First quartile","Percentage","Percent","239","units","0","v1138047609","1.2.1.6.10.2.2","72.7","","","","1"
"2017","Canada","2016A000011124","Male gender","Total, all corporations","Germany","Unclassified industry","Second quartile","Number","Number","223","units","0","v1138045359","1.2.1.6.10.3.1","6","","","","0"
"2017","Canada","2016A000011124","Male gender","Total, all corporations","Germany","Unclassified industry","Second quartile","Percentage","Percent","239","units","0","v1138048059","1.2.1.6.10.3.2","75.0","","","","1"
"2017","Canada","2016A000011124","Male gender","Total, all corporations","Germany","Unclassified industry","Fourth quartile","Number","Number","223","units","0","v1138046259","1.2.1.6.10.5.1","2","","","","0"
"2017","Canada","2016A000011124","Male gender","Total, all corporations","Germany","Unclassified industry","Fourth quartile","Percentage","Percent","239","units","0","v1138048959","1.2.1.6.10.5.2","66.7","","","","1"
"2017","Canada","2016A000011124","Male gender","Total, all corporations","Japan","Total, all industries","Total, all sizes","Number","Number","223","units","0","v1138044460","1.2.1.7.1.1.1","657","","","","0"
"2017","Canada","2016A000011124","Male gender","Total, all corporations","Japan","Total, all industries","Total, all sizes","Percentage","Percent","239","units","0","v1138047160","1.2.1.7.1.1.2","90.0","","","","1"
"2017","Canada","2016A000011124","Male gender","Total, all corporations","Japan","Total, all industries","First quartile","Number","Number","223","units","0","v1138044910","1.2.1.7.1.2.1","54","","","","0"
"2017","Canada","2016A000011124","Male gender","Total, all corporations","Japan","Total, all industries","First quartile","Percentage","Percent","239","units","0","v1138047610","1.2.1.7.1.2.2","83.1","","","","1"
"2017","Canada","2016A000011124","Male gender","Total, all corporations","Japan","Total, all industries","Second quartile","Number","Number","223","units","0","v1138045360","1.2.1.7.1.3.1","134","","","","0"
"2017","Canada","2016A000011124","Male gender","Total, all corporations","Japan","Total, all industries","Second quartile","Percentage","Percent","239","units","0","v1138048060","1.2.1.7.1.3.2","91.2","","","","1"
"2017","Canada","2016A000011124","Male gender","Total, all corporations","Japan","Total, all industries","Third quartile","Number","Number","223","units","0","v1138045810","1.2.1.7.1.4.1","82","","","","0"
"2017","Canada","2016A000011124","Male gender","Total, all corporations","Japan","Total, all industries","Third quartile","Percentage","Percent","239","units","0","v1138048510","1.2.1.7.1.4.2","90.1","","","","1"
"2017","Canada","2016A000011124","Male gender","Total, all corporations","Japan","Total, all industries","Fourth quartile","Number","Number","223","units","0","v1138046260","1.2.1.7.1.5.1","53","","","","0"
"2017","Canada","2016A000011124","Male gender","Total, all corporations","Japan","Total, all industries","Fourth quartile","Percentage","Percent","239","units","0","v1138048960","1.2.1.7.1.5.2","85.5","","","","1"
"2017","Canada","2016A000011124","Male gender","Total, all corporations","Japan","Total, all industries","Unclassified size of enterprise","Number","Number","223","units","0","v1138046710","1.2.1.7.1.6.1","334","","","","0"
"2017","Canada","2016A000011124","Male gender","Total, all corporations","Japan","Total, all industries","Unclassified size of enterprise","Percentage","Percent","239","units","0","v1138049410","1.2.1.7.1.6.2","91.5","","","","1"
"2017","Canada","2016A000011124","Male gender","Total, all corporations","Japan","Finance","Total, all sizes","Number","Number","223","units","0","v1138044461","1.2.1.7.2.1.1","67","","","","0"
"2017","Canada","2016A000011124","Male gender","Total, all corporations","Japan","Finance","Total, all sizes","Percentage","Percent","239","units","0","v1138047161","1.2.1.7.2.1.2","93.1","","","","1"
"2017","Canada","2016A000011124","Male gender","Total, all corporations","Japan","Finance","First quartile","Number","Number","223","units","0","v1138044911","1.2.1.7.2.2.1","7","","","","0"
"2017","Canada","2016A000011124","Male gender","Total, all corporations","Japan","Finance","First quartile","Percentage","Percent","239","units","0","v1138047611","1.2.1.7.2.2.2","77.8","","","","1"
"2017","Canada","2016A000011124","Male gender","Total, all corporations","Japan","Finance","Second quartile","Number","Number","223","units","0","v1138045361","1.2.1.7.2.3.1","2","","","","0"
"2017","Canada","2016A000011124","Male gender","Total, all corporations","Japan","Finance","Second quartile","Percentage","Percent","239","units","0","v1138048061","1.2.1.7.2.3.2","100.0","","","","1"
"2017","Canada","2016A000011124","Male gender","Total, all corporations","Japan","Finance","Third quartile","Number","Number","223","units","0","v1138045811","1.2.1.7.2.4.1","23","","","","0"
"2017","Canada","2016A000011124","Male gender","Total, all corporations","Japan","Finance","Third quartile","Percentage","Percent","239","units","0","v1138048511","1.2.1.7.2.4.2","100.0","","","","1"
"2017","Canada","2016A000011124","Male gender","Total, all corporations","Japan","Finance","Fourth quartile","Number","Number","223","units","0","v1138046261","1.2.1.7.2.5.1","1","","","","0"
"2017","Canada","2016A000011124","Male gender","Total, all corporations","Japan","Finance","Fourth quartile","Percentage","Percent","239","units","0","v1138048961","1.2.1.7.2.5.2","100.0","","","","1"
"2017","Canada","2016A000011124","Male gender","Total, all corporations","Japan","Finance","Unclassified size of enterprise","Number","Number","223","units","0","v1138046711","1.2.1.7.2.6.1","34","","","","0"
"2017","Canada","2016A000011124","Male gender","Total, all corporations","Japan","Finance","Unclassified size of enterprise","Percentage","Percent","239","units","0","v1138049411","1.2.1.7.2.6.2","91.9","","","","1"
"2017","Canada","2016A000011124","Male gender","Total, all corporations","Japan","Management of companies and enterprises","Total, all sizes","Number","Number","223","units","0","v1138044463","1.2.1.7.4.1.1","19","","","","0"
"2017","Canada","2016A000011124","Male gender","Total, all corporations","Japan","Management of companies and enterprises","Total, all sizes","Percentage","Percent","239","units","0","v1138047163","1.2.1.7.4.1.2","95.0","","","","1"
"2017","Canada","2016A000011124","Male gender","Total, all corporations","Japan","Management of companies and enterprises","Second quartile","Number","Number","223","units","0","v1138045363","1.2.1.7.4.3.1","3","","","","0"
"2017","Canada","2016A000011124","Male gender","Total, all corporations","Japan","Management of companies and enterprises","Second quartile","Percentage","Percent","239","units","0","v1138048063","1.2.1.7.4.3.2","100.0","","","","1"
"2017","Canada","2016A000011124","Male gender","Total, all corporations","Japan","Management of companies and enterprises","Third quartile","Number","Number","223","units","0","v1138045813","1.2.1.7.4.4.1","6","","","","0"
"2017","Canada","2016A000011124","Male gender","Total, all corporations","Japan","Management of companies and enterprises","Third quartile","Percentage","Percent","239","units","0","v1138048513","1.2.1.7.4.4.2","100.0","","","","1"
"2017","Canada","2016A000011124","Male gender","Total, all corporations","Japan","Management of companies and enterprises","Fourth quartile","Number","Number","223","units","0","v1138046263","1.2.1.7.4.5.1","4","","","","0"
"2017","Canada","2016A000011124","Male gender","Total, all corporations","Japan","Management of companies and enterprises","Fourth quartile","Percentage","Percent","239","units","0","v1138048963","1.2.1.7.4.5.2","80.0","","","","1"
"2017","Canada","2016A000011124","Male gender","Total, all corporations","Japan","Management of companies and enterprises","Unclassified size of enterprise","Number","Number","223","units","0","v1138046713","1.2.1.7.4.6.1","6","","","","0"
"2017","Canada","2016A000011124","Male gender","Total, all corporations","Japan","Management of companies and enterprises","Unclassified size of enterprise","Percentage","Percent","239","units","0","v1138049413","1.2.1.7.4.6.2","100.0","","","","1"
"2017","Canada","2016A000011124","Male gender","Total, all corporations","Japan","Distributive trade","Total, all sizes","Number","Number","223","units","0","v1138044464","1.2.1.7.5.1.1","249","","","","0"
"2017","Canada","2016A000011124","Male gender","Total, all corporations","Japan","Distributive trade","Total, all sizes","Percentage","Percent","239","units","0","v1138047164","1.2.1.7.5.1.2","89.2","","","","1"
"2017","Canada","2016A000011124","Male gender","Total, all corporations","Japan","Distributive trade","First quartile","Number","Number","223","units","0","v1138044914","1.2.1.7.5.2.1","10","","","","0"
"2017","Canada","2016A000011124","Male gender","Total, all corporations","Japan","Distributive trade","First quartile","Percentage","Percent","239","units","0","v1138047614","1.2.1.7.5.2.2","83.3","","","","1"
"2017","Canada","2016A000011124","Male gender","Total, all corporations","Japan","Distributive trade","Second quartile","Number","Number","223","units","0","v1138045364","1.2.1.7.5.3.1","52","","","","0"
"2017","Canada","2016A000011124","Male gender","Total, all corporations","Japan","Distributive trade","Second quartile","Percentage","Percent","239","units","0","v1138048064","1.2.1.7.5.3.2","96.3","","","","1"
"2017","Canada","2016A000011124","Male gender","Total, all corporations","Japan","Distributive trade","Third quartile","Number","Number","223","units","0","v1138045814","1.2.1.7.5.4.1","24","","","","0"
"2017","Canada","2016A000011124","Male gender","Total, all corporations","Japan","Distributive trade","Third quartile","Percentage","Percent","239","units","0","v1138048514","1.2.1.7.5.4.2","85.7","","","","1"
"2017","Canada","2016A000011124","Male gender","Total, all corporations","Japan","Distributive trade","Fourth quartile","Number","Number","223","units","0","v1138046264","1.2.1.7.5.5.1","11","","","","0"
"2017","Canada","2016A000011124","Male gender","Total, all corporations","Japan","Distributive trade","Fourth quartile","Percentage","Percent","239","units","0","v1138048964","1.2.1.7.5.5.2","78.6","","","","1"
"2017","Canada","2016A000011124","Male gender","Total, all corporations","Japan","Distributive trade","Unclassified size of enterprise","Number","Number","223","units","0","v1138046714","1.2.1.7.5.6.1","152","","","","0"
"2017","Canada","2016A000011124","Male gender","Total, all corporations","Japan","Distributive trade","Unclassified size of enterprise","Percentage","Percent","239","units","0","v1138049414","1.2.1.7.5.6.2","88.9","","","","1"
"2017","Canada","2016A000011124","Male gender","Total, all corporations","Japan","Energy","Total, all sizes","Number","Number","223","units","0","v1138044465","1.2.1.7.6.1.1","26","","","","0"
"2017","Canada","2016A000011124","Male gender","Total, all corporations","Japan","Energy","Total, all sizes","Percentage","Percent","239","units","0","v1138047165","1.2.1.7.6.1.2","100.0","","","","1"
"2017","Canada","2016A000011124","Male gender","Total, all corporations","Japan","Energy","First quartile","Number","Number","223","units","0","v1138044915","1.2.1.7.6.2.1","8","","","","0"
"2017","Canada","2016A000011124","Male gender","Total, all corporations","Japan","Energy","First quartile","Percentage","Percent","239","units","0","v1138047615","1.2.1.7.6.2.2","100.0","","","","1"
"2017","Canada","2016A000011124","Male gender","Total, all corporations","Japan","Energy","Third quartile","Number","Number","223","units","0","v1138045815","1.2.1.7.6.4.1","3","","","","0"
"2017","Canada","2016A000011124","Male gender","Total, all corporations","Japan","Energy","Third quartile","Percentage","Percent","239","units","0","v1138048515","1.2.1.7.6.4.2","100.0","","","","1"
"2017","Canada","2016A000011124","Male gender","Total, all corporations","Japan","Energy","Fourth quartile","Number","Number","223","units","0","v1138046265","1.2.1.7.6.5.1","15","","","","0"
"2017","Canada","2016A000011124","Male gender","Total, all corporations","Japan","Energy","Fourth quartile","Percentage","Percent","239","units","0","v1138048965","1.2.1.7.6.5.2","100.0","","","","1"
"2017","Canada","2016A000011124","Male gender","Total, all corporations","Japan","Manufacturing","Total, all sizes","Number","Number","223","units","0","v1138044466","1.2.1.7.7.1.1","152","","","","0"
"2017","Canada","2016A000011124","Male gender","Total, all corporations","Japan","Manufacturing","Total, all sizes","Percentage","Percent","239","units","0","v1138047166","1.2.1.7.7.1.2","91.6","","","","1"
"2017","Canada","2016A000011124","Male gender","Total, all corporations","Japan","Manufacturing","First quartile","Number","Number","223","units","0","v1138044916","1.2.1.7.7.2.1","3","","","","0"
"2017","Canada","2016A000011124","Male gender","Total, all corporations","Japan","Manufacturing","First quartile","Percentage","Percent","239","units","0","v1138047616","1.2.1.7.7.2.2","75.0","","","","1"
"2017","Canada","2016A000011124","Male gender","Total, all corporations","Japan","Manufacturing","Second quartile","Number","Number","223","units","0","v1138045366","1.2.1.7.7.3.1","20","","","","0"
"2017","Canada","2016A000011124","Male gender","Total, all corporations","Japan","Manufacturing","Second quartile","Percentage","Percent","239","units","0","v1138048066","1.2.1.7.7.3.2","95.2","","","","1"
"2017","Canada","2016A000011124","Male gender","Total, all corporations","Japan","Manufacturing","Third quartile","Number","Number","223","units","0","v1138045816","1.2.1.7.7.4.1","10","","","","0"
"2017","Canada","2016A000011124","Male gender","Total, all corporations","Japan","Manufacturing","Third quartile","Percentage","Percent","239","units","0","v1138048516","1.2.1.7.7.4.2","76.9","","","","1"
"2017","Canada","2016A000011124","Male gender","Total, all corporations","Japan","Manufacturing","Fourth quartile","Number","Number","223","units","0","v1138046266","1.2.1.7.7.5.1","22","","","","0"
"2017","Canada","2016A000011124","Male gender","Total, all corporations","Japan","Manufacturing","Fourth quartile","Percentage","Percent","239","units","0","v1138048966","1.2.1.7.7.5.2","84.6","","","","1"
"2017","Canada","2016A000011124","Male gender","Total, all corporations","Japan","Manufacturing","Unclassified size of enterprise","Number","Number","223","units","0","v1138046716","1.2.1.7.7.6.1","97","","","","0"
"2017","Canada","2016A000011124","Male gender","Total, all corporations","Japan","Manufacturing","Unclassified size of enterprise","Percentage","Percent","239","units","0","v1138049416","1.2.1.7.7.6.2","95.1","","","","1"
"2017","Canada","2016A000011124","Male gender","Total, all corporations","Japan","Construction","Total, all sizes","Number","Number","223","units","0","v1138044467","1.2.1.7.8.1.1","19","","","","0"
"2017","Canada","2016A000011124","Male gender","Total, all corporations","Japan","Construction","Total, all sizes","Percentage","Percent","239","units","0","v1138047167","1.2.1.7.8.1.2","86.4","","","","1"
"2017","Canada","2016A000011124","Male gender","Total, all corporations","Japan","Construction","First quartile","Number","Number","223","units","0","v1138044917","1.2.1.7.8.2.1","5","","","","0"
"2017","Canada","2016A000011124","Male gender","Total, all corporations","Japan","Construction","First quartile","Percentage","Percent","239","units","0","v1138047617","1.2.1.7.8.2.2","62.5","","","","1"
"2017","Canada","2016A000011124","Male gender","Total, all corporations","Japan","Construction","Second quartile","Number","Number","223","units","0","v1138045367","1.2.1.7.8.3.1","14","","","","0"
"2017","Canada","2016A000011124","Male gender","Total, all corporations","Japan","Construction","Second quartile","Percentage","Percent","239","units","0","v1138048067","1.2.1.7.8.3.2","100.0","","","","1"
"2017","Canada","2016A000011124","Male gender","Total, all corporations","Japan","Other industry","Total, all sizes","Number","Number","223","units","0","v1138044468","1.2.1.7.9.1.1","123","","","","0"
"2017","Canada","2016A000011124","Male gender","Total, all corporations","Japan","Other industry","Total, all sizes","Percentage","Percent","239","units","0","v1138047168","1.2.1.7.9.1.2","86.6","","","","1"
"2017","Canada","2016A000011124","Male gender","Total, all corporations","Japan","Other industry","First quartile","Number","Number","223","units","0","v1138044918","1.2.1.7.9.2.1","21","","","","0"
"2017","Canada","2016A000011124","Male gender","Total, all corporations","Japan","Other industry","First quartile","Percentage","Percent","239","units","0","v1138047618","1.2.1.7.9.2.2","87.5","","","","1"
"2017","Canada","2016A000011124","Male gender","Total, all corporations","Japan","Other industry","Second quartile","Number","Number","223","units","0","v1138045368","1.2.1.7.9.3.1","41","","","","0"
"2017","Canada","2016A000011124","Male gender","Total, all corporations","Japan","Other industry","Second quartile","Percentage","Percent","239","units","0","v1138048068","1.2.1.7.9.3.2","82.0","","","","1"
"2017","Canada","2016A000011124","Male gender","Total, all corporations","Japan","Other industry","Third quartile","Number","Number","223","units","0","v1138045818","1.2.1.7.9.4.1","16","","","","0"
"2017","Canada","2016A000011124","Male gender","Total, all corporations","Japan","Other industry","Third quartile","Percentage","Percent","239","units","0","v1138048518","1.2.1.7.9.4.2","88.9","","","","1"
"2017","Canada","2016A000011124","Male gender","Total, all corporations","Japan","Other industry","Unclassified size of enterprise","Number","Number","223","units","0","v1138046718","1.2.1.7.9.6.1","45","","","","0"
"2017","Canada","2016A000011124","Male gender","Total, all corporations","Japan","Other industry","Unclassified size of enterprise","Percentage","Percent","239","units","0","v1138049418","1.2.1.7.9.6.2","91.8","","","","1"
"2017","Canada","2016A000011124","Male gender","Total, all corporations","Japan","Unclassified industry","Total, all sizes","Number","Number","223","units","0","v1138044469","1.2.1.7.10.1.1","2","","","","0"
"2017","Canada","2016A000011124","Male gender","Total, all corporations","Japan","Unclassified industry","Total, all sizes","Percentage","Percent","239","units","0","v1138047169","1.2.1.7.10.1.2","66.7","","","","1"
"2017","Canada","2016A000011124","Male gender","Total, all corporations","Japan","Unclassified industry","Second quartile","Number","Number","223","units","0","v1138045369","1.2.1.7.10.3.1","2","","","","0"
"2017","Canada","2016A000011124","Male gender","Total, all corporations","Japan","Unclassified industry","Second quartile","Percentage","Percent","239","units","0","v1138048069","1.2.1.7.10.3.2","66.7","","","","1"
"2017","Canada","2016A000011124","Male gender","Total, all corporations","Other country of control","Total, all industries","Total, all sizes","Number","Number","223","units","0","v1138044470","1.2.1.8.1.1.1","2574","","","","0"
"2017","Canada","2016A000011124","Male gender","Total, all corporations","Other country of control","Total, all industries","Total, all sizes","Percentage","Percent","239","units","0","v1138047170","1.2.1.8.1.1.2","83.5","","","","1"
"2017","Canada","2016A000011124","Male gender","Total, all corporations","Other country of control","Total, all industries","First quartile","Number","Number","223","units","0","v1138044920","1.2.1.8.1.2.1","371","","","","0"
"2017","Canada","2016A000011124","Male gender","Total, all corporations","Other country of control","Total, all industries","First quartile","Percentage","Percent","239","units","0","v1138047620","1.2.1.8.1.2.2","82.4","","","","1"
